frame_id,track_count,active_track_ids,arm_velocity,body_velocity,fall_score,approach_velocity,risk_score,fused_score,state,active_rules,persistence_scores
159,2,3;1,0.0000,0.0000,0.3318,0.0000,0.2937,0.2937,NORMAL,,"{""[3]"": 0.29369657417995626}"
160,2,3;1,3.2816,0.8860,0.3457,0.4860,0.2702,0.2702,NORMAL,,"{""[3]"": 0.2702008482455598}"
161,2,3;1,0.0000,0.0000,0.3457,0.0000,0.2486,0.2486,NORMAL,,"{""[3]"": 0.24858478038591503}"
162,2,3;1,0.0000,0.0000,0.0000,0.0000,0.2287,0.2287,NORMAL,,"{""[3]"": 0.22869799795504184}"
163,2,3;1,0.0000,0.0000,0.0000,0.0000,0.2104,0.2104,NORMAL,,"{""[3]"": 0.2104021581186385}"
164,2,3;1,0.0000,0.0000,0.0000,0.0000,0.1936,0.1936,NORMAL,,"{""[3]"": 0.19356998546914742}"
165,2,3;1,0.0000,0.0000,0.0000,0.0000,0.1781,0.1781,NORMAL,,"{""[3]"": 0.17808438663161563}"
166,2,3;1,0.0000,0.0000,0.0000,0.0000,0.1638,0.1638,NORMAL,,"{""[3]"": 0.1638376357010864}"
167,2,3;1,0.0000,0.0000,0.0000,0.0000,0.1507,0.1507,NORMAL,,"{""[3]"": 0.1507306248449995}"
168,2,3;1,0.0000,0.0000,0.0000,0.0000,0.1387,0.1387,NORMAL,,"{""[3]"": 0.13867217485739955}"
169,2,3;1,0.0000,0.0000,0.0000,0.0000,0.1276,0.1276,NORMAL,,"{""[3]"": 0.1275784008688076}"
170,2,3;1,0.0000,0.0000,0.0000,0.0000,0.1174,0.1174,NORMAL,,"{""[3]"": 0.11737212879930299}"
171,2,3;1,0.0000,0.0000,0.0000,0.0000,0.1080,0.1080,NORMAL,,"{""[3]"": 0.10798235849535875}"
172,2,3;1,0.0000,0.0000,0.0000,0.0000,0.0993,0.0993,NORMAL,,"{""[3]"": 0.09934376981573007}"
173,2,3;1,0.0000,0.0000,0.0000,0.0000,0.0914,0.0914,NORMAL,,"{""[3]"": 0.09139626823047166}"
174,2,3;1,0.0000,0.0000,0.0000,0.0000,0.0841,0.0841,NORMAL,,"{""[3]"": 0.08408456677203394}"
175,2,3;1,0.0000,0.0000,0.0000,0.0000,0.0774,0.0774,NORMAL,,"{""[3]"": 0.07735780143027123}"
176,1,1,0.0000,0.0000,0.0000,0.0000,0.0712,0.0712,NORMAL,,"{""[3]"": 0.07116917731584953}"
177,2,1;3,0.0000,0.0000,0.0000,0.0000,0.0655,0.0655,NORMAL,,"{""[3]"": 0.06547564313058157}"
178,2,1;3,0.0000,0.0000,0.0000,0.0000,0.0602,0.0602,NORMAL,,"{""[3]"": 0.06023759168013505}"
179,2,1;3,0.0000,0.0000,0.0000,0.0000,0.0554,0.0554,NORMAL,,"{""[3]"": 0.05541858434572425}"
180,2,1;3,0.0000,0.0000,0.0000,0.0000,0.0510,0.0510,NORMAL,,"{""[3]"": 0.05098509759806631}"
181,2,1;3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
182,2,1;3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
183,2,1;3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
184,1,1,0.2964,0.2954,0.3835,0.0000,0.0000,0.0000,NORMAL,,{}
185,2,1;3,0.0000,0.0000,0.3835,0.0000,0.0000,0.0000,NORMAL,,{}
186,3,1;5;3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
187,3,1;5;3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
188,3,1;5;3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
189,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
190,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
191,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
192,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
193,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
194,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
195,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
196,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
197,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
198,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
199,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
200,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
201,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
202,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
203,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
204,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
205,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
206,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
207,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
208,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
209,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
210,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
211,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
212,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
213,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
214,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
215,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
216,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
217,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
218,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
219,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
220,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
221,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
222,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
223,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
224,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
225,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
226,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
227,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
228,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
229,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
230,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
231,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
232,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
233,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
234,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
235,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
236,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
237,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
238,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
239,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
240,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
241,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
242,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
243,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
244,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
245,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
246,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
247,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
248,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
249,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
250,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
251,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
252,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
253,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
254,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
255,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
256,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
257,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
258,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
259,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
260,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
261,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
262,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
263,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
264,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
265,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
266,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
267,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
268,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
269,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
270,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
271,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
272,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
273,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
274,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
275,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
276,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
277,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
278,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
279,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
280,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
281,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
282,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
283,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
284,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
285,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
286,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
287,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
288,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
289,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
290,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
291,3,1;5;7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
292,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
293,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
294,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
295,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
296,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
297,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
298,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
299,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
300,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
301,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
302,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
303,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
304,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
305,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
306,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
307,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
308,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
309,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
310,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
311,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
312,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
313,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
314,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
315,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
316,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
317,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
318,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
319,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
320,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
321,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
322,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
323,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
324,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
325,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
326,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
327,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
328,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
329,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
330,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
331,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
332,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
333,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
334,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
335,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
336,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
337,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
338,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
339,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
340,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
341,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
342,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
343,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
344,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
345,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
346,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
347,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
348,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
349,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
350,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
351,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
352,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
353,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
354,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
355,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
356,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
357,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
358,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
359,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
360,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
361,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
362,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
363,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
364,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
365,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
366,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
367,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
368,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
369,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
370,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
371,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
372,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
373,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
374,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
375,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
376,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
377,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
378,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
379,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
380,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
381,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
382,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
383,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
384,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
385,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
386,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
387,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
388,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
389,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
390,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
391,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
392,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
393,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
394,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
395,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
396,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
397,2,1;5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
398,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
399,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
400,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
401,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
402,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
403,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
404,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
405,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
406,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
407,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
408,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
409,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
410,3,1;5;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
411,4,1;5;8;9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
412,4,1;5;8;9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
413,4,1;5;8;9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
414,4,1;5;8;9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
415,4,1;5;8;9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
416,3,1;5;9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
417,3,1;5;9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
418,3,1;5;9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
419,3,1;5;9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
420,4,1;5;9;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
421,4,1;5;9;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
422,4,1;5;9;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
423,4,1;5;9;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
424,4,1;5;9;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
425,4,1;5;9;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
426,4,1;5;9;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
427,4,1;5;9;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
428,4,1;5;9;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
429,4,1;5;9;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
430,4,1;5;9;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
431,4,1;5;9;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
432,4,1;5;9;8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NORMAL,,{}
